slug,title,category,practice_status,quiz_status,content_type,exercise_type,exercise_instructions,prompt_sentence,prompt_answer,prompt_explanation,prompt_options,question_text,question_correct_answer,question_options,question_explanation,question_difficulty
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the advanced rule for Agreement?,The advanced answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the advanced explanation, suitable for KS3 students.",advanced
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the advanced rule for Agreement?,The advanced answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the advanced explanation, suitable for KS3 students.",advanced
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the advanced rule for Agreement?,The advanced answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the advanced explanation, suitable for KS3 students.",advanced
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Agreement?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
agreement,Agreement,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Agreement?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Mi coche es _____ (rápido) que el tuyo.,más rápido,"Use ""más + adjective"" for comparative: más rápido means ""faster""",,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Esta casa es _____ (pequeño) que la otra.,más pequeña,Adjectives agree with the noun: casa is feminine so más pequeña,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the superlative form,Este es el libro _____ (interesante) de la biblioteca.,más interesante,"Use ""el/la/los/las + más + adjective"" for superlative",,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Los elefantes son _____ (grande) que los ratones.,más grandes,Plural adjectives add -s: más grandes,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Mi hermana es _____ (joven) que yo.,más joven,Regular comparative formation with más + adjective,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the irregular comparative,Este problema es _____ (malo) que el anterior.,peor,Irregular comparative: malo → peor (worse),,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the irregular comparative,Mi casa es _____ (bueno) que la tuya.,mejor,Irregular comparative: bueno → mejor (better),,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the irregular superlative,Este es el _____ (malo) día de mi vida.,peor,Irregular superlative: malo → peor (worst),,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,El café está _____ (caliente) que el té.,más caliente,Regular comparative: más + adjective,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the superlative form,Esta es la _____ (hermosa) ciudad que he visto.,más hermosa,Superlative with más + adjective (feminine agreement),,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Los niños son _____ (alto) que las niñas.,más altos,Plural masculine adjectives: más altos,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the irregular comparative,Este ejercicio es _____ (fácil) que el anterior.,más fácil,Regular comparative (fácil is regular),,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the superlative form,Madrid es la _____ (grande) ciudad de España.,más grande,Superlative: la más + adjective,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Mi perro es _____ (viejo) que el tuyo.,mayor,Irregular comparative for age: viejo → mayor,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete the comparative form,Esta película es _____ (bueno) que la otra.,mejor,Irregular comparative: bueno → mejor,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct comparative form,Mi coche es _____ que el tuyo.,más rápido,"Use ""más + adjective"" for comparative forms",más rápido|rápido|rapidísimo|muy rápido,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct superlative form,Esta es la _____ película del año.,mejor,Irregular superlative: bueno → mejor (best),mejor|más buena|buenísima|más mejor,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct comparative form,Los gatos son _____ que los perros.,más pequeños,Adjective agrees with plural noun: más pequeños,más pequeños|más pequeña|pequeño|pequeños,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct comparative form,Esta sopa está _____ que la anterior.,más caliente,Regular comparative: más + adjective,más caliente|calentísima|muy caliente|caliente,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct superlative form,Barcelona es la _____ ciudad de España.,más bonita,Superlative with más + adjective (feminine),más bonita|bonitísima|muy bonita|bonita,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct irregular comparative,Este restaurante es _____ que el otro.,mejor,Irregular comparative: bueno → mejor,mejor|más bueno|buenísimo|más mejor,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,My car is faster than yours.,Mi coche es más rápido que el tuyo.,Comparative: más + adjective + que,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,This is the best book.,Este es el mejor libro.,Superlative: el/la + irregular form,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,She is taller than her brother.,Ella es más alta que su hermano.,Comparative with adjective agreement,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,This is the worst day.,Este es el peor día.,Irregular superlative: malo → peor,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,My house is bigger than yours.,Mi casa es más grande que la tuya.,Regular comparative for size,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,transformation,Change to comparative form,El coche es rápido → El coche es _____ que el otro.,más rápido,"Add ""más"" and ""que"" for comparative",,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,substitution,Change to superlative form,La casa es grande → La casa es _____ del barrio.,la más grande,Add definite article + más for superlative,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,substitution,Change to irregular comparative,El libro es bueno → El libro es _____ que el otro.,mejor,Irregular form: bueno → mejor,,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,practice,substitution,Replace the adjective with its comparative,El libro es interesante (más).,El libro es más interesante.,"Add ""más"" before the adjective",,,,,,
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"How do you say ""bigger"" in Spanish?",más grande,más grande|grande|grandísimo|grandes,"Use ""más + adjective"" for comparative forms",beginner
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"What is the comparative of ""bueno""?",mejor,mejor|más bueno|buenísimo|más mejor,Irregular comparative: bueno → mejor,beginner
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"Choose the correct comparative: ""Este restaurante es _____ que el otro.""",mejor,mejor|más bueno|buenísimo|más mejor,Irregular comparative for quality: mejor,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"What is the comparative of ""joven""?",más joven,más joven|jóven|jovenísimo|menor,Regular comparative formation,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"Complete the superlative: ""Esta es la _____ película que he visto.""",mejor,mejor|más buena|buenísima|más mejor,Irregular superlative for quality,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"How do you say ""smaller"" in Spanish?",más pequeño,más pequeño|menor|pequeñísimo|más chico,Regular comparative: más pequeño,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"What does ""menor"" mean in comparatives?",younger/smaller,younger/smaller|bigger|older|worse,"Irregular comparative of ""pequeño/joven""",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"Choose the correct form: ""Mi casa es _____ que la tuya.""",más grande,más grande|mayor|grandísima|más mayor,Regular comparative for size,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"What is the superlative of ""pequeño""?",el más pequeño,el más pequeño|menor|pequeñísimo|el menor,Regular superlative formation,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"Complete: ""Este libro es _____ que el anterior.""",mejor,mejor|más bueno|buenísimo|más mejor,Irregular comparative for quality,intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"In which cases do you use ""mayor"" instead of ""más grande""?",For age and importance,For age and importance|For size only|For quality|For all comparatives,Mayor is used for age (older) and importance (greater),advanced
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,"What is the comparative of ""mucho""?",más,más|muchísimo|más mucho|mucho más,"Mucho uses ""más"" in comparative constructions",advanced
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the advanced rule for Comparison?,The advanced answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the advanced explanation, suitable for KS3 students.",advanced
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Comparison?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Comparison?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Comparison?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the intermediate rule for Comparison?,The intermediate answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the intermediate explanation, suitable for KS3 students.",intermediate
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Comparison?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the advanced rule for Comparison?,The advanced answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the advanced explanation, suitable for KS3 students.",advanced
comparison,Comparison,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,Quiz: What is the beginner rule for Comparison?,The beginner answer.,Wrong1|The correct answer.|Wrong2|Wrong3,"This is the beginner explanation, suitable for KS3 students.",beginner
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Este libro es muy interesante.,este,"Use ""este"" for masculine singular objects near the speaker",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Esa casa es hermosa.,esa,"Use ""esa"" for feminine singular objects near the listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Aquellos árboles son altos.,aquellos,"Use ""aquellos"" for masculine plural objects far from both speaker and listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Estas flores huelen bien.,estas,"Use ""estas"" for feminine plural objects near the speaker",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Fill in the blank with the correct demonstrative adjective.,(ADJECTIVES/Demonstrative) _____ libro es mío (this).,Este,Este refers to something close to the speaker.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Fill in the blank with the correct demonstrative adjective.,(ADJECTIVES/Demonstrative) _____ casa es grande (that near you).,Esa,Esa refers to something close to the listener.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Fill in the blank with the correct demonstrative adjective.,(ADJECTIVES/Demonstrative) _____ coche es rápido (that far away).,Aquel,Aquel refers to something far from both speaker and listener.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Esos coches son rápidos.,esos,"Use ""esos"" for masculine plural objects near the listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Aquella montaña es impresionante.,aquella,"Use ""aquella"" for feminine singular objects far from both speaker and listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Este restaurante está cerca.,este,"Use ""este"" for masculine singular near speaker",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,fill_blank,Complete with the correct demonstrative adjective,Esas nubes parecen lluvia.,esas,"Use ""esas"" for feminine plural near listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,conjugation,Complete the conjugation exercise for Demonstrative.,(ADJECTIVES/Demonstrative) Translate: I conjugation every day.,Yo adjectiveso,This is the KS3-level explanation for conjugation in the Demonstrative topic.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,conjugation,Complete the conjugation exercise for Demonstrative.,(ADJECTIVES/Demonstrative) Translate: I conjugation every day.,Yo adjectiveso,This is the KS3-level explanation for conjugation in the Demonstrative topic.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,conjugation,Complete the conjugation exercise for Demonstrative.,(ADJECTIVES/Demonstrative) Translate: I conjugation every day.,Yo adjectiveso,This is the KS3-level explanation for conjugation in the Demonstrative topic.,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective,_____ libro es mío.,este,este = this (masculine singular, near speaker),este|ese|aquel|esta,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective,_____ casa está lejos.,aquella,aquella = that (feminine singular, far away),esta|esa|aquella|aquel,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective,_____ coches son nuevos.,esos,esos = those (masculine plural, near listener),estos|esos|aquellos|aquel,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective,_____ flores son bonitas.,estas,estas = these (feminine plural, near speaker),estas|esas|aquellas|aquel,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective,_____ montañas son altas.,aquellas,aquellas = those (feminine plural, far away),estas|esas|aquellas|aquel,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,multiple_choice,Choose the correct demonstrative adjective.,(ADJECTIVES/Demonstrative) _____ libro quiero leer (this one near me).,Este|Ese|Aquel,Este,Este indicates proximity to the speaker.,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,This book is interesting.,Este libro es interesante.,este = this (masculine singular),,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,That house over there is big.,Aquella casa es grande.,aquella = that (feminine singular, far away),,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,These flowers are beautiful.,Estas flores son hermosas.,estas = these (feminine plural),,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,translation,Translate to Spanish,Those cars are fast.,Esos coches son rápidos.,esos = those (masculine plural, near you),,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,transformation,Change to use the correct demonstrative,El libro (este) → _____ libro.,Este,Add the demonstrative adjective before the noun,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,transformation,Change to use the correct demonstrative,La casa (esa) → _____ casa.,Esa,Add the demonstrative adjective before the noun,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,transformation,Change to use the correct demonstrative,Los árboles (aquellos) → _____ árboles.,Aquellos,Add the demonstrative adjective before the noun,,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,substitution,Replace with the correct demonstrative,El libro ese → El libro _____.,este,"Change ""ese"" to ""este"" for near speaker",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,substitution,Replace with the correct demonstrative,La casa aquella → La casa _____.,esa,"Change ""aquella"" to ""esa"" for near listener",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,practice,substitution,Replace with the correct demonstrative,Los coches esos → Los coches _____.,estos,"Change ""esos"" to ""estos"" for near speaker",,,,,,
demonstrative,Demonstrative,adjectives,COMPLETED,COMPLETED,quiz,multiple_choice,,,,,,What are the three sets of demonstrative adjectives in Spanish?,este/esta/estos/estas, ese/esa/esos/esas, aquel/aquella/aquellos/aquellas|este/esta/estos/estas, ese/esa/esos/esas|este/esta/estos/estas, aquel/aquella/aquellos/aquellas|este/ese/aquel, esta/esa/aquella,Demonstrative adjectives indicate distance: near speaker, near listener, far from both.,beginner
